t,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,motion_state
41.70613765716553,5.192424850463867,2.8048072448730466,2.233191598510742,0.20279971700953398,1.9800602704739136,-2.891127679390021,0.6778033977260476,-0.3834814635950112,-0.34672810675333837,0.5227849855316228,-64.1537973090624,-0.5628551509163224,89.14596637574643,fast
41.72040247917175,4.554370108032226,2.531269705200195,2.2296002960205077,-0.047803741566922325,1.1961588036090898,-2.269412722911023,0.6891331980700238,-0.382233499817525,-0.3473453147934296,0.5082757314943147,-63.94533089225697,-1.023933385583615,87.82497888920103,fast
41.7346625328064,4.4196962646484375,1.6693571075439453,2.7347768463134763,-0.26378610597234853,0.3744404492651409,-1.807354273782275,0.695991725740078,-0.3800991640288061,-0.35142831250587636,0.4976125846230409,-63.767306087480605,-1.5582492483120056,86.53927494206717,fast
41.74894714355469,5.556343502807617,-0.11911153259277343,4.136581918334961,-0.3045324706505609,-0.9688580045708268,-1.0785802414820915,0.6966994417890372,-0.3751386598241098,-0.36032467784319216,0.49401113373426575,-63.633202745970564,-2.1576515423691025,85.41127451219572,fast
41.763190507888794,6.86297905883789,-0.04908113403320312,4.43705422668457,-0.18362495716096347,-1.5184012955086776,-0.7295729806272073,0.6949976171919849,-0.36850571084969486,-0.3705328488856853,0.4938494315733108,-63.53706455442596,-2.810758463727301,84.4791606783324,fast
41.777539014816284,10.116699114990233,0.8876502655029296,3.891176248168945,-0.23515712425399674,-2.0269319056593083,-0.17470336750919802,0.6896903145224303,-0.3616971469865074,-0.38205058299234174,0.4975337133812982,-63.49107667681537,-3.491492065910832,83.78363782206662,fast
41.791898250579834,11.427524523925781,0.8678981018066406,4.095281939697266,-0.43609262850047525,-2.010287148846313,0.6942860961836574,0.6806397327010647,-0.35824004527586295,-0.391873397130904,0.5048057694306354,-63.51383437846854,-4.131393816367704,83.33346544351467,fast
41.80626583099365,13.134590307617186,1.3054384552001952,4.094084838867187,-0.3403519873121266,-1.3900369309668583,0.9514142994308078,0.672508430066514,-0.3572219919344845,-0.3975894207064786,0.5119057652636064,-63.58463207806919,-4.69143470479596,83.0673385676406,fast
41.82051753997803,13.27285545349121,1.9003975677490232,3.9641993988037107,-0.2512692488489761,-0.8586031354415464,0.8524778649343642,0.6664602886332482,-0.35740894348707175,-0.4005892270764502,0.5173178925386546,-63.68322006277631,-5.167167483009507,82.9222495568984,fast
41.83482503890991,12.103287942504883,2.1733365570068357,4.50050057067871,-0.3247724949351631,0.06285060172587002,0.9817743358577111,0.6623248725174208,-0.3617075496852595,-0.3990961585252083,0.5207837055783232,-63.80167041520458,-5.524270720020976,82.82150355508269,fast
41.84913730621338,11.169549295043945,2.0302830078125,4.7393221862792965,-0.28096349500335965,0.40386837931051645,0.9460879772506494,0.6593755313908949,-0.36695176499108983,-0.39587978429199944,0.5233063224936414,-63.92994469832149,-5.765117692301239,82.73340548611587,fast
41.86344313621521,10.241796151733398,2.1511901916503904,4.76266565246582,-0.18082863801638027,0.6322344427848111,0.9869674999833656,0.6571435419787504,-0.3726731698861922,-0.39106808282698924,0.5256832014403952,-64.05663005402438,-5.890281952761511,82.6407348224902,fast
41.87772297859192,8.845976583862305,2.991554974365234,4.516661431884765,-0.018375811521546742,0.779507251066193,1.080311296190643,0.6553534745613542,-0.3784166331721457,-0.38466295128635525,0.5285329592624185,-64.16779079198102,-5.899183325107995,82.53615836537197,fast
41.89200782775879,8.32463917236328,3.3069910430908203,4.453813638305664,0.0009321063815277334,0.7102650627241328,1.1145329161981612,0.6532352999799155,-0.38387669689382803,-0.37837230054380505,0.5317487438849503,-64.26435159985589,-5.80308039479204,82.42734037784899,fast
41.90635919570923,7.951742263793945,3.8486791687011714,4.444236831665039,0.016378440703987314,0.5295695827622565,1.2704609980223005,0.6500001390705256,-0.38899582952017536,-0.37236653153471433,0.5362137913342168,-64.34817948084715,-5.606406310476712,82.33369087628,fast
41.920626401901245,7.9649103729248045,4.329315151977539,4.367023828124999,0.05845638592723928,0.45047369838690315,1.2960273444870614,0.6465275172749314,-0.3936240476641963,-0.36649415794725354,0.5410585094953237,-64.41746126798341,-5.320603382731092,82.26055113044634,fast
41.934938192367554,7.772177139282226,5.3953334411621094,4.247313745117188,0.11065434329279235,0.4609931846927161,0.9894975030189409,0.6443482692580007,-0.397242650764465,-0.36117786033733723,0.5445770262506335,-64.46871321156925,-4.976450823481459,82.19467937666526,fast
41.94921088218689,7.810484365844726,5.807136126708984,4.1575311828613275,0.05566006678265608,0.4117247045262502,0.8534099713158919,0.6423837467983046,-0.4005453140104912,-0.35668266587234726,0.5474340591704211,-64.50826692079923,-4.591743037934087,82.13444560063392,fast
41.96346855163574,7.860164050292968,6.025008477783203,4.053383410644531,-0.02157160482964183,0.4183826072514483,0.6925550414751059,0.6408185316268443,-0.40380248376900746,-0.3529100285747977,0.5493174631822031,-64.54356316114765,-4.18225087432567,82.07328463569549,fast
41.97788190841675,7.846995941162109,5.919065054321289,3.774458917236328,-0.15526229155161958,0.46339002967378745,0.16551546174842466,0.6410328061616324,-0.4065420898930641,-0.3509496977518763,0.548301723704923,-64.58603906970308,-3.7876608319328913,81.98935053335653,fast
41.992326974868774,7.792527853393554,5.3570262145996095,3.858854525756836,-0.28708876551054185,0.44714474702430407,0.11771172018150233,0.6410022026672051,-0.40970359300592085,-0.34972158233355605,0.5467668213269199,-64.64602442455767,-3.4107279084663507,81.8843398219637,fast
42.00671172142029,7.812878567504883,4.3454760131835934,3.46021994934082,-0.2643187381903644,0.5071990296055909,-0.3227751241176037,0.6429151683771914,-0.41186159473304146,-0.3494435163752219,0.5430647677006895,-64.71991870111835,-3.081057167471011,81.74072071202221,fast
42.02096939086914,7.52737001953125,3.9354689788818358,3.393182302856445,-0.26525084457189213,0.513723774276285,-0.4131894431257938,0.6451613967475425,-0.41379344069300894,-0.3494004826357441,0.5389443972434546,-64.80610878744052,-2.8005457425208364,81.5592570627603,fast
42.03560447692871,7.0281789733886715,3.0974983978271484,3.584119885253906,-0.2619218932092931,0.3242398627171473,-0.3748399234286528,0.6468322501499206,-0.41509604303194236,-0.3501121923358587,0.5354668691926636,-64.90345715288382,-2.568547748573345,81.35820116502902,fast
42.05027770996094,6.86297905883789,2.895188357543945,3.6086604522705077,-0.1647165134214009,0.18722022463257046,-0.5077316618236067,0.6489639446017929,-0.41505245147020803,-0.3514915026205835,0.5320065645468826,-65.00258807940585,-2.3952868516746717,81.14539037219849,fast
42.06480622291565,7.195773089599609,2.507926239013672,4.025850091552734,-0.1383512186296164,-0.23915186588911558,-0.27936559834931207,0.649177845492371,-0.41380897695930546,-0.35407338480159867,0.5310012181576568,-65.10148192199563,-2.27177315950791,80.96253716735659,fast
